forward_out_noise,backward_out_noise,desired_bl,train_loss,train_acc,test_loss,test_acc,train_time_sec
1.0,0.8,3,nan,0.09871666666666666,nan,0.098,34.50132033299997
1.0,1.0,3,nan,0.09871666666666666,nan,0.098,31.929477249999763
0.0,0.0,5,0.38587555643717447,0.8936,0.34447714006900787,0.9058,32.71385795900005
0.0,0.2,5,0.3904312428474426,0.8911166666666667,0.34906662414073947,0.9014,33.019718208000086
0.0,0.4,5,0.39766516166528065,0.8919833333333334,0.35435020678043366,0.9036,32.95539845900021
0.0,0.6,5,0.39615976067384084,0.8883666666666666,0.3506187148809433,0.8985,33.45626229199979
0.0,0.8,5,0.41338988525072734,0.88655,0.3617016077041626,0.8995,32.92577791700023
0.0,1.0,5,0.4250680092493693,0.8872666666666666,0.3817013072729111,0.8989,32.5402814590002
0.2,0.0,5,0.4516470357894897,0.86475,0.4128349379301071,0.875,34.00116687500031
0.2,0.2,5,0.4477069438457489,0.8649833333333333,0.4064424542427063,0.8796,33.54486491699981
0.2,0.4,5,0.4782450712362925,0.85225,0.43136031022071836,0.8674,33.41775391600004
0.2,0.6,5,0.48432334424654644,0.8496166666666667,0.43340532331466675,0.8648,35.231477083999835
0.2,0.8,5,0.5406742296536764,0.82865,0.49992535133361815,0.8438,33.540597875
0.2,1.0,5,0.5965727055549621,0.8197333333333333,0.5527524815559387,0.8359,35.04735870800005
0.4,0.0,5,0.6885438685894012,0.7866333333333333,0.6390357846260071,0.8108,32.72464762499976
0.4,0.2,5,0.7223403338273366,0.7887,0.6655394928455353,0.8103,34.987022917000104
0.4,0.4,5,0.8360376062234243,0.7772333333333333,0.8384368870735168,0.7909,36.52870520799979
0.4,0.6,5,0.7836846581459045,0.76875,0.7191956860542298,0.7925,33.92856475000008
0.4,0.8,5,1.0936837054570516,0.7559666666666667,1.2397984025001525,0.7524,34.73086245800005
0.4,1.0,5,0.9513002684911092,0.7634166666666666,0.8762136750221252,0.7924,35.00311220899994
0.6,0.0,5,1.7237393129348755,0.6869166666666666,1.8689078037261964,0.6969,32.97803358400006
0.6,0.2,5,1.411304310544332,0.7083,1.5135804040908813,0.7283,33.66611379200003
0.6,0.4,5,1.9358281903584798,0.70175,2.145699203109741,0.7125,33.91957345799983
0.6,0.6,5,1.6391465145111084,0.7075,1.8013510068893432,0.7168,34.47328495900001
0.6,0.8,5,nan,0.6153166666666666,nan,0.098,34.56589900000017
0.6,1.0,5,nan,0.4788,nan,0.098,33.78335562500024
0.8,0.0,5,2.9201897066752114,0.63945,3.266724000930786,0.6547,33.07053049999968
0.8,0.2,5,nan,0.43025,nan,0.098,33.00872116699975
0.8,0.4,5,nan,0.23875,nan,0.098,33.528109959000176
0.8,0.6,5,nan,0.09871666666666666,nan,0.098,34.39022437499989
0.8,0.8,5,nan,0.09871666666666666,nan,0.098,33.790953457999876
0.8,1.0,5,nan,0.28226666666666667,nan,0.098,34.27126154100006
1.0,0.0,5,nan,0.09871666666666666,nan,0.098,30.590610000000197
1.0,0.2,5,nan,0.09871666666666666,nan,0.098,42.4361174579999
1.0,0.4,5,nan,0.09871666666666666,nan,0.098,32.92430670800013
1.0,0.6,5,nan,0.09871666666666666,nan,0.098,32.05952249999973
1.0,0.8,5,nan,0.09871666666666666,nan,0.098,33.49777525000036
1.0,1.0,5,nan,0.09871666666666666,nan,0.098,32.70697712499987
0.0,0.0,7,0.38543897740046185,0.8935,0.3432825180530548,0.9063,32.91343804200005
0.0,0.2,7,0.3910606117407481,0.89235,0.345887562084198,0.9027,34.04577841700029
0.0,0.4,7,0.39063097767829896,0.8914666666666666,0.3510171267986298,0.9026,33.984333375000006
0.0,0.6,7,0.395938395468394,0.8892666666666666,0.3501691587924957,0.9038,33.74994737499992
0.0,0.8,7,0.40234909431139626,0.8869666666666667,0.35823506977558134,0.8971,37.02105191700048
0.0,1.0,7,0.4071445098400116,0.8842833333333333,0.36076236696243286,0.8958,35.331769583000096
0.2,0.0,7,0.44150263212521873,0.8681,0.39642781369686125,0.8829,34.33268916700035
0.2,0.2,7,0.45067883520126345,0.86605,0.4057226492881775,0.8791,34.00170341699959
0.2,0.4,7,0.4977068777084351,0.8430333333333333,0.447343423128128,0.8615,34.10319049999998
0.2,0.6,7,0.4665080819606781,0.8569666666666667,0.43039207639694216,0.8657,37.36540150000019
0.2,0.8,7,0.5193727429072063,0.83665,0.4791742589235306,0.8535,34.265922457999295
0.2,1.0,7,0.5264522309621175,0.8329666666666666,0.4659810480594635,0.854,33.821591875000195
0.4,0.0,7,0.6809978326161702,0.7893333333333333,0.6258201238155365,0.8138,33.80146283400063
0.4,0.2,7,0.8026750199635824,0.7716333333333333,0.7223513155460358,0.7965,33.895976666000024
0.4,0.4,7,0.772512151559194,0.7734666666666666,0.7149434646606445,0.7949,38.78770616699967
0.4,0.6,7,0.7770535721619924,0.7687333333333334,0.7187060752391815,0.7919,34.46264329099995
0.4,0.8,7,1.0079761779785157,0.7656333333333334,0.9380454144001007,0.7943,35.290950249999696
0.4,1.0,7,1.1456370923042298,0.7644333333333333,1.0696960095405579,0.7894,35.56391420900036
0.6,0.0,7,1.4999751413027445,0.6994166666666667,1.6721576669692992,0.7152,34.868673000000854
0.6,0.2,7,1.8791726664861044,0.6891666666666667,2.1043601219177246,0.7012,33.77590487499947
0.6,0.4,7,1.8046101333618163,0.67895,2.4833197734832764,0.6614,33.98766804200022
0.6,0.6,7,2.315252129618327,0.6768333333333333,2.484429232406616,0.6884,34.38143287500043
0.6,0.8,7,1.9026504199981689,0.6837166666666666,1.958930777168274,0.7157,36.874928416999865
0.6,1.0,7,nan,0.3471,nan,0.098,33.42647087499972
0.8,0.0,7,2.8371627268473305,0.6489,2.9598575618743896,0.6743,32.74832054199942
0.8,0.2,7,nan,0.45295,nan,0.098,33.18209512499925
0.8,0.4,7,nan,0.48425,nan,0.098,33.37803641699975
0.8,0.6,7,nan,0.40075,nan,0.098,33.636407040999984
0.8,0.8,7,nan,0.09871666666666666,nan,0.098,32.5415820420003
0.8,1.0,7,nan,0.09871666666666666,nan,0.098,35.383499000000484
1.0,0.0,7,nan,0.09871666666666666,nan,0.098,30.907481582999935
1.0,0.2,7,nan,0.09871666666666666,nan,0.098,31.509487624999565
1.0,0.4,7,nan,0.09871666666666666,nan,0.098,33.20077987500008
1.0,0.6,7,nan,0.09871666666666666,nan,0.098,32.296862499999406
1.0,0.8,7,nan,0.09871666666666666,nan,0.098,32.51479362500049
1.0,1.0,7,nan,0.09871666666666666,nan,0.098,32.23444937500062
